nid_id,state_id,dam_name,Data_Source,Gaged,Basin_study,other_dam_name,status,island,county,state,latitude,longitude,basin?,stream_name,dam_purpose,private_dam_on_fed_prop,watershed,TMK,dam_type,pmf_inflow,TMK2,nearest_city,nearest_city_distance,dam_designer,year_completed,year_last_modified,size,regulated_height,volume,dam_length,dam_height,hazard,structural_height,hydraulic_height,maximum_storage,normal_storage,surface_area,drainage_area,,spillway_type,spillway_control,spillway_width,spillway_max_discharge,spillway_protection,spillway_length,spillway_wall_height,outlet_type,ogee_present,outlet_access,outlet_max_discharge,outlet_control_location,outlet_size,staff_gage_level,min_crest_width,upstream_slope_grade,upstream_protection,downstream_slope_grade,downstream_protection,waterbodytype,last_inspection_date,inspection_frequency,hazard_analysis_date,eap,eap_date,eap_createdby,OnlineEAP,OnlineEAPDate,certificate_to_impound_date,district_code,district_name,representative,party,electronic_gauge_url,top_of_crest,spillway_crest,operating_level,dam_former_name,state_reg_agency,core,foundation,nid_height,nid_storage,number_of_locks,length_of_locks,width_of_locks,fed_funding,fed_design,fed_construction,fed_regulatory,fed_inspection,fed_operation,fed_owner,fed_other,source_agency,submit_date,url_address,ConditionAssessment,ConditionAssessmentDate,ConditionAssessmentDetail,RiskAssessmentDate,operational_status,operational_status_date,EnforcementAuthority,InspectionAuthority,JurisdictionalDam,NumSeparateStructures,OtherStructureID,PermittingAuthority,RecordID,dam_type_nid,hazard_nid,spillway_type_nid,outlet_type_nid,access_surface_description,access_method_description,om_onfile,om_date,hhreport_onfile,hhreport_date,stabilityreport_onfile,stabilityreport_date,level_restriction,restriction_basis,last_nod_date,population_at_risk,parcel_count,critical_facility,school_count,realtime_gauge,DLNRAlertOnLevel,DLNRAlertOffLevel,PMF_level,Flood100yr,Owner_Type,owner
HI00056,MA-0056,HANAKAOO RESERVOIR,NA,N,N,,Active,Maui,Maui,HI,20.928707,-156.648924,No,HONOKOWAI STREAM OFFSTREAM,Irrigation,FALSE,Wahikuli,(2) 4-4-004:013,Earthen,,,PUUKOLII,2,,1918,,Small,30,,740,27,High,30,30,30,25,2.4,0.01,0.004166667,Pipe,Uncontrolled,2,7,,0,0,Valve,FALSE,Walk,,Downstream,20 Inch with 12 Inch PVC Puka Pipe Intake,0,18,26,Grouted Riprap,29,Bare Soil,State Regulated Dam,7/22/2021,5,6/1/2009,TRUE,5/31/2023 12:57,Maui Kaanapali,Y,5/31/2023 12:57,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,30,30,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=6A824A2F-F076-40A5-8C0C-9590F3783E3F,FAIR,9/1/2022,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14776,RE,H,U,V,Unpaved,4x4,1,7/15/2013,0,,0,,,,,203,41,3,0,FALSE,,,,,P,Kaanapali Land Management Corp.
HI00057,MA-0057,KAHOMA RESERVOIR,NA,N,N,,Active,Maui,Maui,HI,20.901881,-156.640616,No,KAHOMA STREAM OFFSTREAM,Irrigation,FALSE,Kahoma,(2) 4-5-021:002,Earthen,,,LAHAINA,2.9,,1918,1953,Intermediate,27,,900,59.7,High,35,27,26.6,18,3.5,0.043,0.012285714,Three Pipes,Uncontrolled,11,76.8,HDPE Liner,0,2.1,Valve,FALSE,,,Downstream Toe,15 Inch Steel Pipe,0,20,26.6,Vegetation,33.7,Vegetation,State Regulated Dam,8/11/2022,5,6/1/2009,TRUE,8/20/2022 7:03,Maui Kahoma,Y,8/20/2022 7:03,,2,2nd Congressional District,Jill Tokuda,Democratic ,,1850.9,1848.6,,,DLNR,X,U,59.7,26.6,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=F87EECFC-37DA-4D81-AAC4-79ABD9FE12F1,POOR,7/19/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14777,RE,H,U,V,,,1,3/1/2015,1,9/1/2015,0,,,,,1144,407,0,0,FALSE,,,,,P,West Maui Land Co./Kahoma Land LLC
HI00058,MA-0058,HONOKOWAI RESERVOIR,NA,N,N,Field 3 Reservoir,Active,Maui,Maui,HI,20.947947,-156.672601,No,UNNAMED STREAM,Irrigation,FALSE,Honokowai,(2) 4-4-002:019,Earthen,,,HONOKOWAI,0.9,,1918,1999,Small,26,,317,31,High,29,26,12.3,10,1.2,0.002,0.001666667,Channel,Uncontrolled,22,,Hypalon Liner,25,2,Valve,FALSE,Walk,,Downstream,12 Inch PVC,0,20,24,Hypalon Liner,20,Mowed Grass,State Regulated Dam,8/11/2022,5,6/1/2009,TRUE,8/25/2022 14:18,Maui ML&P,Y,8/25/2022 14:18,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,31,12.3,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=7AC7300F-27B7-415F-B57C-8C049277F296,POOR,7/22/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14778,RE,H,U,V,Unpaved,4x4,0,,0,,0,,,,,214,44,3,0,FALSE,,,,,P,"Maui County, Dept of Environmental Mgmt"
HI00059,MA-0059,RESERVOIR 140,NA,N,N,"UPPER FIELD 3 RESERVOIR, UPPER FIELD 30 RESERVOIR (Former NID)",Active,Maui,Maui,HI,20.94468,-156.65716,No,HONOKOWAI STREAM OFFSTREAM,Irrigation,FALSE,Honokowai,(2) 4-4-002:016,Earthen,,,HONOKOWAI,2,,1926,,Small,26,,900,35,High,29,26,53.3,43,3.3,0.0056,0.00169697,Channel,Uncontrolled,23,340,Grouted Riprap,112,5,Valve,FALSE,Walk,,Downstream,20 Inch Pipe Transitions to a 12 Inch Pipe,0,37,34,Grouted Riprap,30,Mowed Grass,State Regulated Dam,12/8/2022,5,6/1/2009,TRUE,8/25/2022 14:28,Maui ML&P,Y,8/25/2022 14:28,,2,2nd Congressional District,Jill Tokuda,Democratic ,,715,712,,,DLNR,X,U,35,53.3,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=F420D085-F552-4910-ADF0-78EB93D2A287,POOR,7/25/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14779,RE,H,U,V,Unpaved,4x4,0,,0,,0,,,,,158,56,3,0,FALSE,,,,,P,Maui Land & Pineapple Co.
HI00068,MA-0068,MAUI RESERVOIR 14,NA,N,N,HC&S RESERVOIR 14,Active,Maui,Maui,HI,20.910645,-156.348805,No,UNNAMED GULCH,Irrigation,FALSE,Maliko,(2) 2-5-004:039,Earthen,,"(2) 2-5-005:020, (2) 2-5-005:999",KUAU,1.5,,1913,,Small,29,,191,30,High,31,29,36,21,1.5,0.41,0.273333333,Two Pipes,Uncontrolled,2.67,,Concrete,0,0.67,Valve,FALSE,Walk,,Downstream,12 Inch Diameter,0,34,37,Dumped Rock,42,Ungrouted Riprap,State Regulated Dam,12/14/2022,5,6/1/2009,TRUE,7/27/2022 7:40,Maui HC&S,Y,7/27/2022 7:40,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,0,,DLNR,X,U,31,36,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=8D49A209-8D6D-4E81-81A3-D1D98957E77F,UNSATISFACTORY,7/25/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14788,RE,H,U,V,Gravel,Car,1,5/1/2008,0,,0,,0,Reservoir Overtops from Design,9/3/2021,19,26,0,0,FALSE,18,17,,,P,"MP East B, LLC, a Delaware limited liability company"
HI00069,MA-0069,MAUI RESERVOIR 15,NA,N,N,HC&S RESERVOIR 15,Active,Maui,Maui,HI,20.905023,-156.347458,No,UNNAMED GULCH,Irrigation,FALSE,Maliko,(2) 2-5-004:039,Earthen,,"(2) 2-5-005:020, (2) 2-5-005:999",KUAU,1.8,,1917,,Small,22,,200,39,High,32,22,26,17.2,1.1,0.65,0.590909091,Pipe,Uncontrolled,2.5,,,0,0,Valve,FALSE,Walk,,Downstream,16,0,34,25,Ungrouted Riprap,24,Vegetation,State Regulated Dam,12/7/2022,5,6/1/2009,TRUE,7/27/2022 7:43,Maui HC&S,Y,7/27/2022 7:43,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,0,,DLNR,X,U,39,26,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=29C509C9-F9D1-4B63-B882-78C27692FFC5,POOR,7/25/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14789,RE,H,U,V,Gravel,Car,1,5/1/2008,0,,0,,0,No H&H,9/3/2021,19,25,0,0,FALSE,30,29,,,P,"MP East B, LLC, a Delaware limited liability company"
HI00070,MA-0070,MAUI RESERVOIR 20,NA,N,N,HC&S RESERVOIR 20,Active,Maui,Maui,HI,20.871179,-156.341573,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Kailua Gulch,(2) 2-5-003:010,Earthen,,,Haliimaile,0.1,,1913,,Intermediate,35,,1320,42,High,37,35,164.8,149.8,10.2,0.089,0.00872549,Channel,Uncontrolled,17,72,Concrete,60,1.5,Valve,FALSE,Walk,24.6,Downstream,"16""",0,17,28,Fitted Riprap,31,Vegetation,State Regulated Dam,10/18/2021,5,6/1/2009,TRUE,7/27/2022 8:05,Maui HC&S,Y,7/27/2022 8:05,,2,2nd Congressional District,Jill Tokuda,Democratic ,,1040,1038.6,0,,DLNR,X,U,42,164.8,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=80E1234C-D7C0-4E5E-9F95-15D9A9F2FBC0,POOR,11/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14790,RE,H,U,V,Paved,Car,1,5/1/2008,0,,0,,0,Reservoir Overtops from Design Rainstorm event,9/7/2018,327,204,1,1,FALSE,,,,,P,"MP East A, LLC, a Delaware limited liability company"
HI00071,MA-0071,MAUI RESERVOIR 21,NA,N,N,HC&S RESERVOIR 21,Active,Maui,Maui,HI,20.88786,-156.343799,No,FED BY IRRIGATION GULCH,Irrigation,FALSE,Maliko,(2) 2-5-004:039,Earthen,,,Upper Paia,1.9,,1913,,Small,16,,950,22,High,18,16,72.4,57.1,6.9,0.03,0.004347826,Channel,Uncontrolled,14,175,Concrete,21,1.8,Valve,FALSE,Walk,,Downstream,12 & 16 inch,16,6,28,Ungrouted Riprap,31,Vegetation,State Regulated Dam,10/18/2021,5,6/1/2009,TRUE,7/27/2022 8:07,Maui HC&S,Y,7/27/2022 8:07,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,846,,,DLNR,X,U,22,72.4,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=259B0907-1E46-403E-9E83-5F18EAB0AACC,POOR,11/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14791,RE,H,U,V,Unpaved,Car,1,5/1/2008,0,,0,,,,9/7/2018,229,162,1,1,FALSE,,,,,P,"MP East B, LLC, a Delaware limited liability company"
HI00072,MA-0072,MAUI RESERVOIR 22,NA,N,N,HC&S RESERVOIR 22,Active,Maui,Maui,HI,20.875747,-156.351026,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Kailua Gulch,(2) 2-5-003:037,Earthen,,,Haliimaile,0.5,,1917,,Small,25,,1250,30,High,27,25,159.6,134.5,10.6,0.018,0.001698113,Channel,Uncontrolled,50,610,,12,2.5,Valve,FALSE,Vault,,Downstream,20,0,17.5,25,Grouted Riprap,30,Vegetation,State Regulated Dam,10/18/2021,5,6/1/2009,TRUE,7/27/2022 8:10,Maui HC&S,Y,7/27/2022 8:10,,2,2nd Congressional District,Jill Tokuda,Democratic ,,840,838,5,,DLNR,X,U,30,159.6,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=63822ABA-3C83-4BC1-B54D-CE3000A5172F,FAIR,11/1/2022,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14792,RE,H,U,V,Unpaved,4x4 (wet conditions only),1,11/1/2007,0,,0,,,,9/7/2018,334,182,1,1,FALSE,,,,,P,"MP East A, LLC, a Delaware limited liability company"
HI00073,MA-0073,MAUI RESERVOIR 24,UHSLC,Y,Y,HC&S RESERVOIR 24,Active,Maui,Maui,HI,20.887562,-156.355392,Yes,PAHOLOI GULCH,Irrigation,FALSE,Maliko,(2) 2-5-003:035,Earthen,,(2) 2-5-005:019,UPPER PAIA,1.3,,1917,,Small,30,,400,39,High,39,30,60,46,3.6,2.8,0.777777778,Pipe,Uncontrolled,3,100,,80,0,None,FALSE,Walk,,Downstream,"16""",0,23.5,25,Concrete,30,Vegetation,State Regulated Dam,12/15/2022,5,6/1/2009,TRUE,7/27/2022 8:12,Maui HC&S,Y,7/27/2022 8:12,,2,2nd Congressional District,Jill Tokuda,Democratic ,http://hawaiipacioosapplication-1672159924.us-east-1.elb.amazonaws.com/Login.aspx,39,35,0,,DLNR,X,U,39,60,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=E283A0BD-411F-43C6-ABD7-4970261D2F45,POOR,7/20/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14793,RE,H,U,X,Unpaved,4x4 (wet conditions only),1,5/1/2008,0,,0,,0,No H&H,3/1/2021,402,272,3,1,FALSE,22,21,,,P,"MP CPR, LLC, a Delaware limited liability company, MP East A, LLC, a Delaware limited liability company"
HI00074,MA-0074,MAUI RESERVOIR 25,NA,N,N,HC&S RESERVOIR 25,Active,Maui,Maui,HI,20.890558,-156.368894,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Kailua Gulch,(2) 2-5-003:009,Earthen,,,Upper Paia,0.6,,1917,,Small,14,,1200,20,High,16,14,150,123,9.7,0.125,0.012886598,Channel,Uncontrolled,16,,Concrete,37,3,Valve,FALSE,Walk,,Downstream,24 Inch,0,14,23,Grouted Riprap,27,Vegetation,State Regulated Dam,10/19/2021,5,6/1/2009,TRUE,7/27/2022 8:13,Maui HC&S,Y,7/27/2022 8:13,,2,2nd Congressional District,Jill Tokuda,Democratic ,,394,391,3,,DLNR,X,U,20,150,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=57F47D48-FEC4-4C30-AA57-AC2467C8DFDC,POOR,11/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14794,RE,H,U,V,Unpaved,4x4 (wet conditions only),1,2/1/2008,0,,0,,3,,9/7/2018,21,19,0,0,FALSE,,,,,P,"MP East A, LLC, a Delaware limited liability company"
HI00075,MA-0075,MAUI RESERVOIR 30,NA,N,N,HC&S RESERVOIR 30,Active,Maui,Maui,HI,20.860061,-156.348746,No,KAILUA GULCH OFFSTREAM,Irrigation,FALSE,Kailua Gulch,(2) 2-5-003:027,Earthen,,(2) 2-5-003:026,Haliimaile,1,,1917,,Small,16,,1100,23,High,28,16,101,65,9,0.034,0.003777778,Channel,Uncontrolled,8.5,,Concrete,50,1.5,Valve,FALSE,Walk,,Downstream,20 inch,18,12,26,Fitted Riprap,32,Vegetation,State Regulated Dam,10/19/2021,5,6/1/2009,TRUE,7/27/2022 8:16,Maui HC&S,Y,7/27/2022 8:16,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,,,DLNR,X,U,28,101,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=53C30C25-3C23-46B8-B8E1-E16B676F09F7,POOR,11/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14795,RE,H,U,V,Unpaved,4x4 (wet conditions only),1,2/1/2011,0,,0,,,,9/7/2018,28,51,1,0,FALSE,,,,,P,"MP East A, LLC, a Delaware limited liability company"
HI00076,MA-0076,MAUI RESERVOIR 33,NA,N,N,HC&S RESERVOIR 33,Active,Maui,Maui,HI,20.847447,-156.367582,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Kailua Gulch,(2) 2-5-002:002,Earthen,,,Pukalani,0.8,,1910,,Small,24,,1240,30,High,35,24,167,143,8,0.016,0.002,Channel,Uncontrolled,7,,Concrete,16,2,Valve,FALSE,Walk,,Downstream,24 in,18.5,18,23,Fitted Riprap,24,Vegetation,State Regulated Dam,10/20/2021,5,6/1/2009,TRUE,7/27/2022 8:18,Maui HC&S,Y,7/27/2022 8:18,,2,2nd Congressional District,Jill Tokuda,Democratic ,,804,801,23,,DLNR,X,U,35,167,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=18C4B599-9997-448E-8EE9-D087B65D5B07,POOR,11/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14796,RE,H,U,V,Unpaved,4x4 (wet conditions only),1,2/1/2011,0,,0,,22.5,Requires H&H and stability study,9/7/2018,39,48,2,0,FALSE,,,,,P,"MP Central B, LLC, a Delaware limited liability company"
HI00077,MA-0077,MAUI RESERVOIR 40,NA,N,N,HC&S RESERVOIR 40,Active,Maui,Maui,HI,20.815454,-156.368052,No,KALIALINUI GULCH OFFSTREAM,Irrigation,FALSE,Kalialinui,(2) 2-5-002:001,Earthen,,,Pukalani,1.6,,1926,,Intermediate,24,,810,42,High,47,24,165,159,13.5,0.07,0.005185185,Channel,Uncontrolled,17,,Bare Soil,20,2.5,Valve,FALSE,Walk,,Downstream,"24""",1000,14,26,Grouted Riprap,40,Vegetation,State Regulated Dam,10/21/2021,5,6/1/2009,TRUE,7/27/2022 8:23,Maui HC&S,Y,7/27/2022 8:23,,2,2nd Congressional District,Jill Tokuda,Democratic ,,1045,1042,30.5,,DLNR,X,U,47,165,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=FD96E477-3B2D-4CCB-A4D4-C42A81520073,FAIR,11/1/2022,,,Normal Operations,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14797,RE,H,U,V,Unpaved,4x4 (wet conditions only),1,5/1/2008,0,,0,,,,9/7/2018,1,23,3,0,FALSE,,,,,P,"Mahi Pono Holdings, LLC"
HI00078,MA-0078,MAUI RESERVOIR 42,NA,N,N,HC&S RESERVOIR 42,Active,Maui,Maui,HI,20.825567,-156.379644,No,KALIALINUE GULCH OFFSTREAM,Irrigation,FALSE,Kalialinui,(2) 2-5-002:001,Earthen,,,KAHULUI,6,,1917,,Small,13,,800,27,High,18,13,48,32,3.2,0.16,0.05,Channel,Uncontrolled,27,,Concrete,0,0,Valve,FALSE,,,Downstream Control,16 Inch DIP,0,13,,Fitted Riprap,,Vegetation,State Regulated Dam,10/21/2021,5,6/1/2009,TRUE,7/27/2022 8:20,Maui HC&S,Y,7/27/2022 8:20,,2,2nd Congressional District,Jill Tokuda,Democratic ,,779,774.5,16,,DLNR,X,U,27,48,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=F6ADAF38-8F61-4987-B882-72B1EB9BF4FC,POOR,11/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14798,RE,H,U,V,,,1,2/1/2011,0,,0,,17,"Poor Condition, requires H&H and stability study",9/7/2018,0,19,3,0,FALSE,,,,,P,"MP Central B, LLC, a Delaware limited liability company"
HI00079,MA-0079,MAUI RESERVOIR 52,NA,N,N,HC&S RESERVOIR 52,Active,Maui,Maui,HI,20.859574,-156.402585,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Kailua Gulch,(2) 3-8-003:004,Earthen,,,Spreckelsville,3.2,,1917,,Small,15,,3750,13,High,15,15,287,227,20,0.19,0.0095,Channel,Uncontrolled,4,,Concrete,15,2.5,Valve,FALSE,Walk,,Downstream,"2 x 24"" Diameter",5.5,8,16,Ungrouted Riprap,23,Vegetation,State Regulated Dam,10/20/2021,5,6/1/2009,TRUE,7/27/2022 8:25,Maui HC&S,Y,7/27/2022 8:25,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,0,,DLNR,X,U,15,287,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=DC1E2430-A093-4E35-AAA4-681819E92D73,POOR,11/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14799,RE,H,U,V,Paved,Car,1,5/1/2008,0,,0,,0,Reservoir Overtops from Design Rainstorm event,9/7/2018,39,61,2,0,FALSE,,,,,P,"MP Central B, LLC, a Delaware limited liability company"
HI00080,MA-0080,MAUI RESERVOIR 60,NA,N,N,HC&S RESERVOIR 60,Active,Maui,Maui,HI,20.894656,-156.39635,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Kailua Gulch,(2) 3-8-001:006,Earthen,,,Spreckelsville,1,,1917,,Small,18,,2500,25,High,18,18,260,247,20.8,0.077,0.003701923,Pipe,Uncontrolled,3.5,,,60,0,Valve,FALSE,Walk,,Downstream,"2, 24"" pipes",0,25,26,Ungrouted Riprap,31,Vegetation,State Regulated Dam,10/19/2021,5,6/1/2009,TRUE,7/27/2022 8:27,Maui HC&S,Y,7/27/2022 8:27,,2,2nd Congressional District,Jill Tokuda,Democratic ,,,,0,,DLNR,X,U,25,260,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=FDE457EB-82AA-45FE-9F6B-17E43C718F01,POOR,11/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14800,RE,H,U,V,Unpaved,4x4 (wet conditions only),1,2/1/2011,0,,0,,0,Reservoir Overtops from Design Rainstorm event,9/7/2018,34,42,1,0,FALSE,,,,,P,"MP East A, LLC, a Delaware limited liability company"
HI00081,MA-0081,MAUI RESERVOIR 61,NA,N,N,HC&S RESERVOIR 61,Active,Maui,Maui,HI,20.872459,-156.412256,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Kailua Gulch,(2) 3-8-001:001,Earthen,,,Kahului Airport,1.7,,1917,,Small,21,,1900,20,High,21,21,175,163,9,0.02,0.002222222,Channel,Uncontrolled,21,,Concrete,19,1.5,Valve,FALSE,Walk,,Downstream Control,"R-30"" Iron, L-24""",5,18,29,Ungrouted Riprap,25,Vegetation,State Regulated Dam,10/20/2021,5,6/1/2009,TRUE,7/27/2022 8:29,Maui HC&S,Y,7/27/2022 8:29,,2,2nd Congressional District,Jill Tokuda,Democratic ,,160,159,16,,DLNR,X,U,21,175,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=5B02EBBF-63E2-4332-8E33-708E878719CB,POOR,11/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14801,RE,H,U,V,Unpaved,4x4 (wet conditions only),1,2/1/2011,0,,0,,16,Reservoir does not have required safety freeboard,9/7/2018,41,61,2,0,FALSE,,,,,P,"MP Central B, LLC, a Delaware limited liability company"
HI00082,MA-0082,MAUI RESERVOIR 70,NA,N,N,HC&S RESERVOIR 70,Active,Maui,Maui,HI,20.873616,-156.435145,No,FED BY IRRIGATION DITCH,Irrigation,FALSE,Kalialinui,(2) 3-8-001:001,Earthen,,,Kahului,1.2,,1917,,Small,15,,1495,16,High,15,15,74,59,5,0.008,0.0016,Channel,Uncontrolled,17.5,,Concrete,75,2.5,Valve,TRUE,Walk,,Downstream,"Two 24"" DIP pipes",0,25,24,Vegetation,,Vegetation,State Regulated Dam,10/20/2021,5,6/1/2009,TRUE,7/27/2022 8:31,Maui HC&S,Y,7/27/2022 8:31,,2,2nd Congressional District,Jill Tokuda,Democratic ,,109,108,0,,DLNR,X,U,16,74,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=BFF58A2B-D757-473F-B216-4DB2E790C3BA,POOR,11/1/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14802,RE,H,U,V,Unpaved,Car,1,5/1/2008,0,,0,,9,Reservoir does not have required safety freeboard,9/7/2018,7,167,3,0,FALSE,,,,,P,"MP Central B, LLC, a Delaware limited liability company"
HI00083,MA-0083,MAUI RESERVOIR 73,NA,N,N,HC&S RESERVOIR 73; Waiale Reservoir No. 1,Active,Maui,Maui,HI,20.877623,-156.495606,No,OFFSTREAM,Irrigation,FALSE,Iao,(2) 3-8-046:020,Earthen,,,Kahului,0.2,,1908,,Small,25,,900,25,High,25,25,290,205,19.7,0.87,0.044162437,Channel,Uncontrolled,70,3500,Concrete,300,9,Slide (sluice gate),TRUE,Catwalk,,Upstream,42 Inch Diameter,13.5,27,33,Vegetation,28,Vegetation,State Regulated Dam,8/10/2022,5,6/1/2009,TRUE,7/27/2022 8:34,Maui HC&S,Y,7/27/2022 8:34,,2,2nd Congressional District,Jill Tokuda,Democratic ,,225,220.2,0,,DLNR,X,U,25,290,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=CDDA7DA1-5CD2-40CB-AA77-907544892E35,POOR,7/20/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14803,RE,H,U,S,Unpaved,Car,1,5/1/2008,0,,0,,0,"Repairs needed, requires H&H an stability study",9/7/2018,1141,497,7,1,FALSE,,,,,P,"MP CPR, LLC, a Delaware limited liability company"
HI00084,MA-0084,MAUI RESERVOIR 74,NA,N,N,HC&S RESERVOIR 74;  Waiale Reservoir No.2,Active,Maui,Maui,HI,20.870252,-156.494168,No,IAO & WAIHEE STREAM OFFSTREAM,Irrigation,FALSE,Iao,(2) 3-8-046:020,Earthen,,,KAHULUI,0.2,,1916,,Small,22,,130,25,High,28,22,248,106,19.2,1.11,0.0578125,Channel,Uncontrolled,67,2000,Vegetation,0,8,Slide (sluice gate),FALSE,Bridge,,Upstream,,0,20,15,Vegetation,33,Vegetation,State Regulated Dam,10/14/2022,5,6/1/2009,TRUE,7/27/2022 8:36,Maui HC&S,Y,7/27/2022 8:36,,2,2nd Congressional District,Jill Tokuda,Democratic ,,229.5,220.2,0,,DLNR,X,U,28,248,0,0,0,,,,,,,,,HI,,https://dams.hawaii.gov/DamInformation.aspx?id=6410CD78-92E3-46E8-AC24-C1138C0B6655,POOR,7/26/2022,,,Enforcement Pending/Ongoing,1/6/2023,TRUE,TRUE,TRUE,,,TRUE,14804,RE,H,U,S,Unpaved,4x4 (wet conditions only),1,2/1/2011,0,,0,,0,Reservoir Overtops from Design Rainstorm event,9/7/2018,1262,475,7,1,FALSE,,,,,P,"MP CPR, LLC, a Delaware limited liability company"
